epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
44,939.567,0.2879,0.35203,0.85518,0.99756,1,0.995,0.97579,0.20852,0.27257,0.78545,0.000559964,0.000559964,0.000559964
45,964.522,0.29352,0.34061,0.83868,0.99684,0.99989,0.995,0.97656,0.21403,0.27254,0.78396,0.000539754,0.000539754,0.000539754
46,989.767,0.27937,0.33855,0.83486,0.99691,0.99971,0.995,0.97599,0.21007,0.27779,0.78027,0.000519544,0.000519544,0.000519544
47,1014.92,0.28431,0.32853,0.834,0.99697,0.99985,0.995,0.97471,0.21009,0.2664,0.78178,0.000499333,0.000499333,0.000499333
48,1040.23,0.29585,0.33148,0.84468,0.99698,0.99865,0.995,0.97726,0.217,0.27344,0.78069,0.000479123,0.000479123,0.000479123
49,1068.06,0.29447,0.33938,0.85073,0.9965,0.99867,0.995,0.9741,0.2128,0.27531,0.78294,0.000458913,0.000458913,0.000458913
50,1093.04,0.28591,0.33133,0.84254,0.99749,0.9987,0.995,0.98012,0.20578,0.27047,0.78115,0.000438703,0.000438703,0.000438703
51,1114.51,0.26366,0.31819,0.82202,0.99799,0.99784,0.995,0.98068,0.18139,0.25307,0.77726,0.000418493,0.000418493,0.000418493
52,1132.94,0.28765,0.32758,0.83732,0.99821,0.9978,0.995,0.9827,0.19993,0.26093,0.77862,0.000398283,0.000398283,0.000398283
53,1158.37,0.27176,0.31903,0.83112,0.9988,0.99764,0.995,0.98116,0.17922,0.25612,0.77612,0.000378073,0.000378073,0.000378073
54,1183.63,0.28137,0.32707,0.83655,0.99858,0.99912,0.995,0.98187,0.1886,0.2498,0.77751,0.000357862,0.000357862,0.000357862
55,1208.74,0.26159,0.30342,0.8459,0.99785,0.99832,0.995,0.98387,0.16604,0.23915,0.77501,0.000337652,0.000337652,0.000337652
56,1233.84,0.26203,0.30564,0.82537,0.99793,1,0.995,0.98489,0.1698,0.24357,0.77492,0.000317442,0.000317442,0.000317442
57,1258.97,0.2595,0.31184,0.82568,0.99829,1,0.995,0.98107,0.19403,0.24963,0.77691,0.000297232,0.000297232,0.000297232
58,1283.84,0.25236,0.30663,0.83671,0.99816,1,0.995,0.98128,0.17302,0.23864,0.77553,0.000277022,0.000277022,0.000277022
59,1308.86,0.25508,0.30782,0.83325,0.9981,1,0.995,0.9798,0.19037,0.24612,0.77632,0.000256812,0.000256812,0.000256812
60,1332.59,0.23653,0.30308,0.84387,0.99793,1,0.995,0.98131,0.17444,0.24326,0.77563,0.000236602,0.000236602,0.000236602
61,1357.37,0.19298,0.27915,0.79974,0.998,1,0.995,0.98537,0.18062,0.25458,0.77401,0.000216391,0.000216391,0.000216391
62,1382.41,0.18922,0.27815,0.79409,0.99827,1,0.995,0.98336,0.17769,0.2369,0.77373,0.000196181,0.000196181,0.000196181
63,1407.45,0.1951,0.26544,0.80652,0.99814,1,0.995,0.98321,0.1775,0.2279,0.77329,0.000175971,0.000175971,0.000175971
64,1432.38,0.18418,0.25572,0.78459,0.99771,1,0.995,0.98309,0.16763,0.23044,0.77153,0.000155761,0.000155761,0.000155761
65,1457.44,0.17717,0.25288,0.79654,0.9969,0.99961,0.995,0.98686,0.16156,0.22808,0.77122,0.000135551,0.000135551,0.000135551
66,1482.33,0.17345,0.24737,0.79068,0.99674,0.99957,0.995,0.98671,0.16367,0.2238,0.77181,0.000115341,0.000115341,0.000115341
67,1507.18,0.18034,0.24989,0.79087,0.99694,0.99962,0.995,0.9842,0.16131,0.22215,0.772,9.51306e-05,9.51306e-05,9.51306e-05
68,1532.14,0.18136,0.24417,0.79698,0.99704,0.99967,0.995,0.98407,0.16108,0.22055,0.77223,7.49204e-05,7.49204e-05,7.49204e-05
69,1553.91,0.16661,0.24133,0.79094,0.99697,0.99965,0.995,0.98394,0.15573,0.21908,0.77166,5.47103e-05,5.47103e-05,5.47103e-05
70,1577.74,0.16584,0.23746,0.80282,0.99679,0.99959,0.995,0.98393,0.1552,0.21928,0.7718,3.45001e-05,3.45001e-05,3.45001e-05
