epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,863.449,0.48914,0.52193,0.87944,0.99594,0.99168,0.9946,0.92292,0.39477,0.3655,0.80686,0.000600384,0.000600384,0.000600384
43,888.215,0.48927,0.51347,0.87713,0.99843,0.99212,0.99486,0.90968,0.45571,0.35251,0.81424,0.000580174,0.000580174,0.000580174
44,915.564,0.46667,0.48235,0.86811,0.99019,0.98566,0.99473,0.917,0.3871,0.34339,0.80075,0.000559964,0.000559964,0.000559964
45,940.248,0.49463,0.51586,0.89152,0.98869,0.99291,0.99444,0.9293,0.40233,0.35992,0.799,0.000539754,0.000539754,0.000539754
46,964.871,0.49126,0.52916,0.8832,0.9959,0.99283,0.995,0.9322,0.3715,0.32809,0.79508,0.000519544,0.000519544,0.000519544
47,989.458,0.47669,0.50262,0.86807,0.99663,0.99898,0.995,0.93726,0.35905,0.31959,0.79536,0.000499333,0.000499333,0.000499333
48,1014.09,0.4794,0.48017,0.87247,0.99826,0.99531,0.995,0.91283,0.44201,0.35022,0.80487,0.000479123,0.000479123,0.000479123
49,1038.66,0.49803,0.49537,0.89081,0.99672,0.99669,0.995,0.9442,0.34535,0.31173,0.78991,0.000458913,0.000458913,0.000458913
50,1055.85,0.49719,0.48284,0.88329,0.99739,0.98873,0.99473,0.92352,0.40768,0.32545,0.79914,0.000438703,0.000438703,0.000438703
51,1080.2,0.50384,0.47297,0.87935,0.99872,0.99032,0.99436,0.92416,0.37989,0.32128,0.79478,0.000418493,0.000418493,0.000418493
52,1098.16,0.46194,0.47294,0.86213,0.99792,0.98843,0.995,0.94019,0.3486,0.32019,0.79245,0.000398283,0.000398283,0.000398283
53,1122.62,0.47413,0.48306,0.87601,0.99759,0.98699,0.995,0.91852,0.39882,0.32631,0.80159,0.000378073,0.000378073,0.000378073
54,1147.03,0.4669,0.48363,0.87859,0.9942,0.99262,0.995,0.93954,0.33281,0.31538,0.79356,0.000357862,0.000357862,0.000357862
55,1171.52,0.47811,0.49543,0.8792,0.99554,0.99342,0.995,0.94215,0.34439,0.31087,0.79181,0.000337652,0.000337652,0.000337652
56,1186.82,0.4587,0.45982,0.8632,0.99531,0.9936,0.995,0.93405,0.36468,0.30844,0.79456,0.000317442,0.000317442,0.000317442
57,1201.83,0.46898,0.47519,0.88821,0.99369,0.99321,0.995,0.92709,0.36329,0.31489,0.79616,0.000297232,0.000297232,0.000297232
58,1225.31,0.49452,0.47895,0.87711,0.9956,0.98759,0.995,0.92435,0.37391,0.31834,0.79863,0.000277022,0.000277022,0.000277022
59,1249.46,0.45698,0.47197,0.86552,0.99734,0.98737,0.995,0.91997,0.40146,0.31405,0.80425,0.000256812,0.000256812,0.000256812
60,1273.99,0.454,0.43612,0.87275,0.99277,0.99444,0.995,0.94201,0.35647,0.29843,0.79796,0.000236602,0.000236602,0.000236602
61,1294.69,0.36993,0.396,0.81464,0.99288,0.99969,0.995,0.94136,0.35699,0.30606,0.79638,0.000216391,0.000216391,0.000216391
62,1316.56,0.37844,0.41715,0.83599,0.98912,0.99893,0.995,0.92852,0.38831,0.30952,0.79793,0.000196181,0.000196181,0.000196181
63,1340.37,0.36353,0.37222,0.83084,0.98883,0.99936,0.995,0.93966,0.34457,0.30137,0.79264,0.000175971,0.000175971,0.000175971
64,1364.41,0.36985,0.38715,0.81943,0.99429,0.99372,0.995,0.943,0.31833,0.29526,0.78864,0.000155761,0.000155761,0.000155761
65,1387.64,0.36487,0.36603,0.81698,0.99356,0.9934,0.995,0.93746,0.35364,0.30956,0.79338,0.000135551,0.000135551,0.000135551
66,1396.79,0.33108,0.35907,0.81912,0.99382,0.99366,0.995,0.94414,0.33078,0.30146,0.79103,0.000115341,0.000115341,0.000115341
67,1403.52,0.34146,0.3453,0.80993,0.99379,0.99373,0.995,0.94617,0.30977,0.29164,0.78812,9.51306e-05,9.51306e-05,9.51306e-05
68,1410.42,0.33074,0.35723,0.82206,0.99483,0.99396,0.995,0.94488,0.31437,0.29145,0.78804,7.49204e-05,7.49204e-05,7.49204e-05
69,1417.13,0.35405,0.40137,0.83104,0.99459,0.9939,0.995,0.94497,0.32971,0.29321,0.78905,5.47103e-05,5.47103e-05,5.47103e-05
70,1429.57,0.34305,0.36889,0.82448,0.99471,0.99394,0.995,0.94626,0.33706,0.29261,0.78995,3.45001e-05,3.45001e-05,3.45001e-05
