epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
44,774.4,0.36771,0.37103,0.86873,0.99735,1,0.995,0.95981,0.29898,0.30908,0.80344,0.000559964,0.000559964,0.000559964
45,799.114,0.37266,0.36858,0.8486,0.99584,1,0.995,0.91917,0.39169,0.33612,0.82058,0.000539754,0.000539754,0.000539754
46,823.795,0.38839,0.37238,0.85057,0.99585,1,0.995,0.96772,0.26547,0.31297,0.79783,0.000519544,0.000519544,0.000519544
47,839.37,0.38426,0.36617,0.84858,0.99756,1,0.995,0.96147,0.29074,0.3112,0.80176,0.000499333,0.000499333,0.000499333
48,845.561,0.39317,0.36157,0.85676,0.99517,1,0.995,0.93152,0.3816,0.32617,0.82156,0.000479123,0.000479123,0.000479123
49,855.071,0.39179,0.36738,0.86772,0.99533,1,0.995,0.95858,0.2821,0.30499,0.80096,0.000458913,0.000458913,0.000458913
50,861.211,0.36832,0.36491,0.85684,0.99188,1,0.995,0.96189,0.31974,0.31911,0.80618,0.000438703,0.000438703,0.000438703
51,880.427,0.33998,0.34332,0.82993,0.99193,1,0.995,0.95344,0.36126,0.31467,0.81335,0.000418493,0.000418493,0.000418493
52,896.089,0.38658,0.35336,0.85048,0.99891,0.9974,0.995,0.96697,0.27386,0.28674,0.7991,0.000398283,0.000398283,0.000398283
53,920.331,0.37082,0.34611,0.84396,0.99866,0.99807,0.995,0.96722,0.26663,0.29145,0.7984,0.000378073,0.000378073,0.000378073
54,944.769,0.3676,0.3525,0.84836,0.9988,0.99763,0.995,0.95084,0.34858,0.30228,0.81194,0.000357862,0.000357862,0.000357862
55,969.371,0.34828,0.33392,0.85988,0.9973,1,0.995,0.96264,0.2948,0.28456,0.80129,0.000337652,0.000337652,0.000337652
56,993.938,0.36458,0.33854,0.84154,0.99646,1,0.995,0.96771,0.24616,0.27634,0.79489,0.000317442,0.000317442,0.000317442
57,1018.29,0.35768,0.34124,0.83902,0.99131,1,0.995,0.96829,0.26485,0.28403,0.79772,0.000297232,0.000297232,0.000297232
58,1042.92,0.35106,0.33465,0.84894,0.99103,1,0.995,0.96572,0.2944,0.2842,0.80303,0.000277022,0.000277022,0.000277022
59,1063.53,0.34844,0.33837,0.84495,0.9908,1,0.995,0.966,0.26018,0.27507,0.79839,0.000256812,0.000256812,0.000256812
60,1085.47,0.32113,0.32727,0.8509,0.99056,1,0.995,0.96364,0.26098,0.28118,0.79665,0.000236602,0.000236602,0.000236602
61,1111.57,0.28047,0.30235,0.80954,0.99632,1,0.995,0.96352,0.30412,0.29203,0.80137,0.000216391,0.000216391,0.000216391
62,1136.16,0.28131,0.30263,0.80553,0.99608,1,0.995,0.96835,0.25305,0.27165,0.79477,0.000196181,0.000196181,0.000196181
63,1161.04,0.28214,0.2864,0.81491,0.99563,1,0.995,0.97221,0.25883,0.26722,0.79474,0.000175971,0.000175971,0.000175971
64,1185.37,0.26647,0.28191,0.7933,0.99804,1,0.995,0.96829,0.2889,0.27188,0.79921,0.000155761,0.000155761,0.000155761
65,1208.03,0.26589,0.2753,0.80892,0.9986,0.99838,0.995,0.96657,0.2798,0.26934,0.79654,0.000135551,0.000135551,0.000135551
66,1232.76,0.26076,0.27189,0.80192,0.99848,0.99782,0.995,0.96808,0.25281,0.26309,0.79251,0.000115341,0.000115341,0.000115341
67,1256.75,0.26407,0.27432,0.80415,0.99841,0.9975,0.995,0.96834,0.24612,0.26029,0.79175,9.51306e-05,9.51306e-05,9.51306e-05
68,1281.2,0.26623,0.268,0.80475,0.99818,0.99734,0.995,0.96977,0.24859,0.25991,0.79141,7.49204e-05,7.49204e-05,7.49204e-05
69,1297.23,0.25249,0.26522,0.80034,0.99811,0.99726,0.995,0.96894,0.25563,0.26253,0.79208,5.47103e-05,5.47103e-05,5.47103e-05
70,1303.18,0.24958,0.26482,0.81125,0.99807,0.9975,0.995,0.96881,0.26624,0.26234,0.79355,3.45001e-05,3.45001e-05,3.45001e-05
