epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
44,973.891,0.34902,0.36504,0.86573,0.99828,1,0.995,0.97418,0.25394,0.30095,0.79883,0.000559964,0.000559964,0.000559964
45,998.973,0.35086,0.36357,0.84926,0.9975,1,0.995,0.94274,0.33998,0.30907,0.812,0.000539754,0.000539754,0.000539754
46,1024.2,0.35832,0.36288,0.84827,0.99727,1,0.995,0.97156,0.24305,0.29722,0.79315,0.000519544,0.000519544,0.000519544
47,1051.99,0.35662,0.34895,0.84799,0.99763,1,0.995,0.9708,0.24719,0.29074,0.79684,0.000499333,0.000499333,0.000499333
48,1076.93,0.35934,0.35353,0.85064,0.99767,1,0.995,0.96959,0.28818,0.29343,0.80299,0.000479123,0.000479123,0.000479123
49,1101.54,0.35427,0.35523,0.86296,0.99812,1,0.995,0.97753,0.22969,0.27491,0.7893,0.000458913,0.000458913,0.000458913
50,1126.54,0.34698,0.34927,0.85245,0.99764,1,0.995,0.96244,0.29784,0.28613,0.80203,0.000438703,0.000438703,0.000438703
51,1138.94,0.31846,0.33129,0.82754,0.99733,1,0.995,0.96151,0.28465,0.28057,0.79997,0.000418493,0.000418493,0.000418493
52,1163.6,0.34714,0.3454,0.84494,0.99672,1,0.995,0.97609,0.23437,0.26961,0.79017,0.000398283,0.000398283,0.000398283
53,1188.17,0.34056,0.33119,0.84146,0.99706,1,0.995,0.9738,0.23472,0.26512,0.78992,0.000378073,0.000378073,0.000378073
54,1213.22,0.33644,0.3394,0.84411,0.99783,1,0.995,0.96512,0.29613,0.26637,0.80009,0.000357862,0.000357862,0.000357862
55,1237.64,0.31533,0.33002,0.85282,0.99775,1,0.995,0.97182,0.23799,0.25325,0.78955,0.000337652,0.000337652,0.000337652
56,1262.96,0.34086,0.33309,0.83653,0.99731,1,0.995,0.97339,0.21657,0.25199,0.78674,0.000317442,0.000317442,0.000317442
57,1287.71,0.33368,0.339,0.83473,0.99822,1,0.995,0.97511,0.2374,0.26617,0.79069,0.000297232,0.000297232,0.000297232
58,1312.37,0.32757,0.33169,0.84715,0.99848,1,0.995,0.97804,0.21893,0.26104,0.7886,0.000277022,0.000277022,0.000277022
59,1325.77,0.31522,0.32598,0.84062,0.99843,1,0.995,0.97189,0.23782,0.2698,0.7927,0.000256812,0.000256812,0.000256812
