epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
56,1158.67,0.35825,0.33943,0.84128,0.99791,1,0.995,0.97691,0.23142,0.26221,0.78842,0.000317442,0.000317442,0.000317442
57,1165.32,0.36272,0.34378,0.84032,0.99778,1,0.995,0.97823,0.23934,0.25627,0.79209,0.000297232,0.000297232,0.000297232
58,1172,0.33648,0.32907,0.85024,0.99807,1,0.995,0.97786,0.23123,0.25085,0.79207,0.000277022,0.000277022,0.000277022
59,1178.82,0.33879,0.33423,0.84299,0.99786,1,0.995,0.97613,0.23975,0.25339,0.79426,0.000256812,0.000256812,0.000256812
60,1185.51,0.32427,0.32172,0.85408,0.99752,1,0.995,0.97561,0.24005,0.25421,0.79333,0.000236602,0.000236602,0.000236602
61,1192.14,0.26943,0.29305,0.80997,0.9982,1,0.995,0.97179,0.24776,0.25293,0.79307,0.000216391,0.000216391,0.000216391
62,1198.77,0.27356,0.30327,0.80533,0.99852,1,0.995,0.97688,0.23764,0.24764,0.79125,0.000196181,0.000196181,0.000196181
63,1205.46,0.2757,0.29372,0.81679,0.99856,1,0.995,0.97153,0.26208,0.25027,0.79423,0.000175971,0.000175971,0.000175971
64,1217.06,0.26323,0.27827,0.79576,0.99835,1,0.995,0.96968,0.26782,0.25011,0.79685,0.000155761,0.000155761,0.000155761
65,1241.23,0.25234,0.27265,0.80604,0.99822,1,0.995,0.96883,0.24439,0.24182,0.79253,0.000135551,0.000135551,0.000135551
66,1255.68,0.25273,0.26988,0.80328,0.99827,1,0.995,0.97095,0.23001,0.23993,0.78979,0.000115341,0.000115341,0.000115341
67,1279.79,0.26522,0.27405,0.80462,0.99823,1,0.995,0.97577,0.22865,0.23665,0.78912,9.51306e-05,9.51306e-05,9.51306e-05
68,1304.51,0.26474,0.26798,0.80693,0.99817,1,0.995,0.97605,0.23057,0.23437,0.78892,7.49204e-05,7.49204e-05,7.49204e-05
69,1328.44,0.24707,0.26036,0.80226,0.99798,1,0.995,0.97598,0.23671,0.23379,0.7896,5.47103e-05,5.47103e-05,5.47103e-05
70,1352.45,0.23222,0.25828,0.80845,0.99791,1,0.995,0.97299,0.24392,0.23435,0.79092,3.45001e-05,3.45001e-05,3.45001e-05
