epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
44,1003.02,0.33877,0.35893,0.86495,0.99833,1,0.995,0.97216,0.26412,0.29865,0.79605,0.000559964,0.000559964,0.000559964
45,1028.15,0.34497,0.34824,0.84714,0.99761,1,0.995,0.95763,0.33344,0.29833,0.81017,0.000539754,0.000539754,0.000539754
46,1053.45,0.35301,0.35542,0.84555,0.99663,1,0.995,0.97999,0.22043,0.2754,0.78996,0.000519544,0.000519544,0.000519544
47,1063.89,0.34859,0.34391,0.84381,0.99728,1,0.995,0.97601,0.24283,0.27934,0.7931,0.000499333,0.000499333,0.000499333
48,1071.39,0.35384,0.3456,0.84852,0.99752,1,0.995,0.96816,0.2848,0.296,0.79709,0.000479123,0.000479123,0.000479123
49,1098.96,0.35557,0.35382,0.85946,0.99711,1,0.995,0.98147,0.21279,0.26811,0.78426,0.000458913,0.000458913,0.000458913
50,1124.03,0.34008,0.34634,0.85117,0.9978,1,0.995,0.96816,0.27764,0.28078,0.79459,0.000438703,0.000438703,0.000438703
51,1149.37,0.30894,0.32051,0.82643,0.9979,1,0.995,0.95196,0.3211,0.29293,0.80409,0.000418493,0.000418493,0.000418493
52,1174.63,0.34851,0.33592,0.84474,0.99766,1,0.995,0.9755,0.21645,0.26012,0.78561,0.000398283,0.000398283,0.000398283
53,1199.96,0.33418,0.32629,0.83954,0.9979,1,0.995,0.97467,0.2207,0.26861,0.78428,0.000378073,0.000378073,0.000378073
54,1225.31,0.32837,0.33816,0.8409,0.99808,1,0.995,0.95825,0.31044,0.28053,0.80111,0.000357862,0.000357862,0.000357862
55,1250.58,0.32438,0.32614,0.85621,0.99822,1,0.995,0.97875,0.23856,0.26039,0.78663,0.000337652,0.000337652,0.000337652
56,1275.92,0.34018,0.32844,0.83671,0.99845,1,0.995,0.98101,0.18956,0.24366,0.77939,0.000317442,0.000317442,0.000317442
57,1301.56,0.32791,0.32246,0.83622,0.99842,1,0.995,0.98074,0.22271,0.25931,0.78539,0.000297232,0.000297232,0.000297232
58,1326.77,0.31307,0.31807,0.84372,0.99861,1,0.995,0.97972,0.21812,0.25926,0.78513,0.000277022,0.000277022,0.000277022
59,1352.12,0.31151,0.31584,0.83929,0.99804,1,0.995,0.97612,0.22745,0.26233,0.7869,0.000256812,0.000256812,0.000256812
60,1377.4,0.29496,0.30663,0.85026,0.99764,1,0.995,0.97128,0.2306,0.26263,0.78847,0.000236602,0.000236602,0.000236602
61,1395.02,0.25189,0.28736,0.8093,0.99825,1,0.995,0.97639,0.22986,0.27108,0.78688,0.000216391,0.000216391,0.000216391
62,1419.46,0.25887,0.2909,0.80504,0.99864,1,0.995,0.98078,0.20242,0.26146,0.78337,0.000196181,0.000196181,0.000196181
63,1444.29,0.26011,0.28434,0.81624,0.99812,1,0.995,0.97342,0.24583,0.25631,0.78877,0.000175971,0.000175971,0.000175971
64,1468.88,0.23968,0.26738,0.79247,0.99845,1,0.995,0.97492,0.25339,0.25443,0.79116,0.000155761,0.000155761,0.000155761
65,1494.16,0.2369,0.26465,0.80698,0.99838,1,0.995,0.97603,0.22418,0.2459,0.78629,0.000135551,0.000135551,0.000135551
66,1519.17,0.23807,0.2643,0.80022,0.99827,1,0.995,0.97849,0.21567,0.24981,0.78395,0.000115341,0.000115341,0.000115341
67,1544.34,0.23804,0.26734,0.79732,0.99835,1,0.995,0.97658,0.21967,0.24691,0.78346,9.51306e-05,9.51306e-05,9.51306e-05
68,1569.2,0.24271,0.25954,0.80523,0.99856,1,0.995,0.97546,0.22383,0.24292,0.78268,7.49204e-05,7.49204e-05,7.49204e-05
69,1594.32,0.23767,0.26403,0.7998,0.99863,1,0.995,0.97611,0.22072,0.23967,0.78273,5.47103e-05,5.47103e-05,5.47103e-05
70,1619.27,0.22372,0.25241,0.80886,0.99865,1,0.995,0.97685,0.22589,0.2401,0.78447,3.45001e-05,3.45001e-05,3.45001e-05
